id,status,duration,start_date,start_station,end_date,end_station,bike_nr,subscription_type,zip_code,birth_date,gender
326964,Closed,194,2012-06-19 16:07:00,57,2012-06-19 16:11:00,51,B00387,Registered,2115,1991,Male
326966,Closed,302,2012-06-19 16:08:00,43,2012-06-19 16:13:00,22,B00190,Registered,1890,1969,Female
326967,Closed,405,2012-06-19 16:09:00,39,2012-06-19 16:16:00,46,B00193,Registered,2118,1987,Male
326970,Closed,824,2012-06-19 16:10:00,11,2012-06-19 16:24:00,21,B00472,Registered,2210,1963,Male
326972,Closed,441,2012-06-19 16:12:00,7,2012-06-19 16:19:00,47,B00005,Registered,2113,1979,Female
326973,Closed,395,2012-06-19 16:12:00,24,2012-06-19 16:19:00,22,B00374,Registered,2199,1966,Male
326974,Closed,153,2012-06-19 16:13:00,51,2012-06-19 16:16:00,39,B00628,Registered,2460,1974,Female
326975,Closed,4455,2012-06-19 16:16:00,55,2012-06-19 17:31:00,61,B00496,Casual,,,
326976,Closed,1240,2012-06-19 16:14:00,48,2012-06-19 16:35:00,45,B00392,Registered,1450,1967,Male
326977,Closed,4454,2012-06-19 16:16:00,55,2012-06-19 17:31:00,61,B00563,Casual,,,
326978,Closed,441,2012-06-19 16:14:00,42,2012-06-19 16:22:00,43,B00199,Registered,2025,1971,Male
326979,Closed,1134,2012-06-19 16:15:00,14,2012-06-19 16:34:00,38,B00601,Registered,1460,1966,Male
326980,Closed,621,2012-06-19 16:15:00,10,2012-06-19 16:26:00,61,B00132,Registered,2134,1989,Female
326981,Closed,2024,2012-06-19 16:15:00,48,2012-06-19 16:49:00,48,B00125,Registered,2110,1982,Male
326982,Closed,832,2012-06-19 16:19:00,38,2012-06-19 16:33:00,22,B00177,Casual,,,
326983,Closed,377,2012-06-19 16:16:00,42,2012-06-19 16:23:00,16,B00367,Registered,1760,1965,Female
326984,Closed,234,2012-06-19 16:17:00,43,2012-06-19 16:20:00,40,B00301,Registered,2109,1954,Male
326985,Closed,1107,2012-06-19 16:17:00,41,2012-06-19 16:35:00,36,B00395,Registered,2134,1994,Male
326986,Closed,269,2012-06-19 16:17:00,49,2012-06-19 16:21:00,60,B00591,Registered,2108,1980,Male
326987,Closed,789,2012-06-19 16:17:00,11,2012-06-19 16:30:00,8,B00026,Registered,2134,1983,Male
326988,Closed,256,2012-06-19 16:17:00,49,2012-06-19 16:22:00,16,B00163,Registered,2026,1986,Male
326989,Closed,1501,2012-06-19 16:18:00,65,2012-06-19 16:43:00,14,B00279,Registered,2115,1976,Male
326990,Closed,844,2012-06-19 16:18:00,16,2012-06-19 16:32:00,22,B00352,Registered,2215,1981,Female
326991,Closed,385,2012-06-19 16:19:00,11,2012-06-19 16:25:00,34,B00475,Registered,2130,1965,Female
326992,Closed,700,2012-06-19 16:19:00,42,2012-06-19 16:31:00,38,B00370,Registered,3064,1977,Male
326993,Closed,9238,2012-06-19 16:20:00,46,2012-06-19 18:54:00,38,B00514,Casual,,,
326994,Closed,1030,2012-06-19 16:20:00,14,2012-06-19 16:37:00,41,B00038,Registered,2134,1981,Male
326995,Closed,690,2012-06-19 16:20:00,38,2012-06-19 16:31:00,22,B00212,Registered,2771,1986,Male
326996,Closed,865,2012-06-19 16:20:00,11,2012-06-19 16:35:00,39,B00620,Registered,2113,1987,Female
326997,Closed,353,2012-06-19 16:20:00,55,2012-06-19 16:26:00,61,B00498,Registered,2368,1991,Male
326998,Closed,575,2012-06-19 16:20:00,6,2012-06-19 16:30:00,22,B00383,Registered,2360,1957,Male
326999,Closed,401,2012-06-19 16:20:00,22,2012-06-19 16:27:00,40,B00438,Registered,2109,1979,Male
327000,Closed,263,2012-06-19 16:20:00,60,2012-06-19 16:25:00,42,B00519,Registered,2118,1982,Female
327001,Closed,361,2012-06-19 16:21:00,61,2012-06-19 16:27:00,58,B00354,Registered,2116,1977,Male
327004,Closed,848,2012-06-19 16:23:00,21,2012-06-19 16:37:00,38,B00413,Registered,1945,1958,Male
327005,Closed,281,2012-06-19 16:23:00,43,2012-06-19 16:28:00,24,B00410,Registered,2109,1958,Male
327006,Closed,570,2012-06-19 16:23:00,42,2012-06-19 16:33:00,38,B00076,Registered,2155,1965,Female
327007,Closed,959,2012-06-19 16:24:00,55,2012-06-19 16:40:00,8,B00245,Registered,02134-2468,1984,Male
327008,Closed,561,2012-06-19 16:24:00,7,2012-06-19 16:33:00,38,B00515,Registered,1824,1977,Male
327009,Closed,1631,2012-06-19 16:24:00,64,2012-06-19 16:51:00,9,B00434,Registered,2446,1967,Male
327010,Closed,460,2012-06-19 16:25:00,7,2012-06-19 16:33:00,38,B00505,Registered,2155,1980,Male
327011,Closed,316,2012-06-19 16:26:00,42,2012-06-19 16:31:00,22,B00557,Registered,2748,1971,Male
327012,Closed,505,2012-06-19 16:27:00,22,2012-06-19 16:35:00,38,B00374,Registered,1876,1964,Male
327013,Closed,907,2012-06-19 16:28:00,8,2012-06-19 16:43:00,55,B00623,Casual,,,
327014,Closed,156,2012-06-19 16:28:00,48,2012-06-19 16:30:00,35,B00197,Registered,2445,1970,Male
327015,Closed,1135,2012-06-19 16:28:00,3,2012-06-19 16:47:00,60,B00147,Registered,2118,1981,Male
327017,Closed,601,2012-06-19 16:29:00,53,2012-06-19 16:39:00,26,B00593,Registered,2215,1951,Male
327018,Closed,2977,2012-06-19 16:30:00,7,2012-06-19 17:20:00,7,B00499,Casual,,,
327019,Closed,126,2012-06-19 16:30:00,45,2012-06-19 16:32:00,32,B00549,Registered,2215,1984,Male
327020,Closed,316,2012-06-19 16:30:00,49,2012-06-19 16:35:00,22,B00615,Registered,2332,1983,Male
327021,Closed,2967,2012-06-19 16:30:00,7,2012-06-19 17:20:00,7,B00106,Casual,,,
327022,Closed,2961,2012-06-19 16:31:00,24,2012-06-19 17:20:00,36,B00221,Casual,,,
327023,Closed,99,2012-06-19 16:30:00,43,2012-06-19 16:32:00,20,B00199,Registered,2109,1974,Male
327024,Closed,1320,2012-06-19 16:31:00,33,2012-06-19 16:53:00,38,B00537,Registered,2148,1984,Female
327025,Closed,493,2012-06-19 16:31:00,64,2012-06-19 16:39:00,40,B00605,Registered,2113,1967,Female
327026,Closed,335,2012-06-19 16:31:00,50,2012-06-19 16:36:00,22,B00188,Registered,2043,1970,Male
327027,Closed,479,2012-06-19 16:31:00,24,2012-06-19 16:39:00,35,B00410,Registered,2114,1986,Female
327028,Closed,1435,2012-06-19 16:31:00,10,2012-06-19 16:55:00,18,B00053,Casual,,,
327030,Closed,999,2012-06-19 16:32:00,14,2012-06-19 16:49:00,41,B00453,Registered,2135,1978,Female
327031,Closed,700,2012-06-19 16:33:00,32,2012-06-19 16:44:00,30,B00019,Registered,2119,1980,Female
327032,Closed,1168,2012-06-19 16:33:00,36,2012-06-19 16:52:00,25,B00286,Registered,2116,1987,Female
327033,Closed,378,2012-06-19 16:33:00,35,2012-06-19 16:39:00,6,B00112,Registered,2116,1974,Female
327034,Closed,628,2012-06-19 16:33:00,22,2012-06-19 16:44:00,38,B00186,Registered,3833,1967,Male
327035,Closed,244,2012-06-19 16:33:00,4,2012-06-19 16:37:00,49,B00268,Registered,2118,1978,Female
327036,Closed,546,2012-06-19 16:33:00,33,2012-06-19 16:42:00,41,B00063,Registered,2135,1982,Male
327037,Closed,173,2012-06-19 16:33:00,48,2012-06-19 16:36:00,22,B00372,Registered,2021,1965,Male
327038,Closed,639,2012-06-19 16:34:00,36,2012-06-19 16:44:00,22,B00056,Registered,2025,1967,Male
327039,Closed,434,2012-06-19 16:34:00,53,2012-06-19 16:41:00,58,B00527,Registered,2215,1988,Female
327041,Closed,867,2012-06-19 16:35:00,22,2012-06-19 16:49:00,61,B00616,Registered,2465,1953,Male
327042,Closed,1239,2012-06-19 16:35:00,11,2012-06-19 16:56:00,57,B00250,Registered,2118,1963,Male
327043,Closed,822,2012-06-19 16:35:00,33,2012-06-19 16:49:00,49,B00397,Registered,1950,1981,Male
327044,Closed,229,2012-06-19 16:35:00,49,2012-06-19 16:39:00,22,B00230,Registered,2112,1960,Male
327045,Closed,289,2012-06-19 16:36:00,22,2012-06-19 16:41:00,59,B00256,Registered,2906,1970,Female
327046,Closed,561,2012-06-19 16:36:00,13,2012-06-19 16:46:00,22,B00317,Registered,1503,1965,Male
327047,Closed,523,2012-06-19 16:38:00,55,2012-06-19 16:46:00,36,B00523,Casual,,,
327049,Closed,3198,2012-06-19 16:37:00,41,2012-06-19 17:30:00,41,B00285,Registered,2446,1991,Female
327050,Closed,486,2012-06-19 16:37:00,7,2012-06-19 16:45:00,38,B00454,Registered,1720,1964,Male
327052,Closed,536,2012-06-19 16:37:00,55,2012-06-19 16:46:00,36,B00423,Casual,,,
327053,Closed,577,2012-06-19 16:37:00,48,2012-06-19 16:47:00,38,B00136,Registered,1915,1949,Male
327054,Closed,966,2012-06-19 16:37:00,11,2012-06-19 16:53:00,25,B00192,Registered,2118,1976,Male
327055,Closed,635,2012-06-19 16:38:00,59,2012-06-19 16:48:00,61,B00107,Registered,2143,1983,Female
327056,Closed,847,2012-06-19 16:38:00,54,2012-06-19 16:53:00,45,B00394,Registered,2215,1982,Male
327057,Closed,138,2012-06-19 16:39:00,6,2012-06-19 16:41:00,38,B00468,Registered,2130,1975,Male
327058,Closed,11906,2012-06-19 16:39:00,22,2012-06-19 19:58:00,15,B00016,Registered,1720,1950,Male
327059,Closed,182,2012-06-19 16:39:00,21,2012-06-19 16:42:00,36,B00101,Registered,2458,1975,Male
327060,Closed,316,2012-06-19 16:39:00,54,2012-06-19 16:44:00,4,B00446,Registered,2116,1967,Male
327061,Closed,569,2012-06-19 16:40:00,21,2012-06-19 16:49:00,32,B00401,Registered,2215,1991,Female
327062,Closed,328,2012-06-19 16:40:00,54,2012-06-19 16:45:00,59,B00407,Registered,2111,1975,Male
327063,Closed,673,2012-06-19 16:40:00,22,2012-06-19 16:51:00,38,B00557,Registered,1890,1950,Male
327064,Closed,920,2012-06-19 16:40:00,44,2012-06-19 16:55:00,55,B00435,Registered,1923,1959,Male
327065,Closed,378,2012-06-19 16:40:00,39,2012-06-19 16:47:00,16,B00168,Registered,1532,1963,Male
327066,Closed,680,2012-06-19 16:41:00,8,2012-06-19 16:52:00,33,B00026,Registered,2215,1985,Male
327067,Closed,1030,2012-06-19 16:41:00,20,2012-06-19 16:59:00,54,B00280,Casual,,,
327068,Closed,241,2012-06-19 16:42:00,21,2012-06-19 16:46:00,16,B00533,Registered,2356,1959,Male
327069,Closed,279,2012-06-19 16:42:00,22,2012-06-19 16:46:00,64,B00230,Registered,2210,1953,Male
327070,Closed,1393,2012-06-19 16:43:00,60,2012-06-19 17:06:00,60,B00391,Casual,,,
327071,Closed,1549,2012-06-19 16:42:00,20,2012-06-19 17:08:00,40,B00199,Casual,,,
327073,Closed,1391,2012-06-19 16:45:00,20,2012-06-19 17:08:00,40,B00133,Casual,,,
327074,Closed,1007,2012-06-19 16:43:00,26,2012-06-19 16:59:00,45,B00593,Registered,2113,1980,Male
327075,Closed,1326,2012-06-19 16:43:00,35,2012-06-19 17:05:00,41,B00197,Registered,2176,1990,Male
327076,Closed,941,2012-06-19 16:43:00,38,2012-06-19 16:59:00,16,B00468,Casual,,,
327080,Closed,1009,2012-06-19 16:45:00,21,2012-06-19 17:02:00,38,B00472,Registered,1810,1959,Male
327081,Closed,802,2012-06-19 16:45:00,33,2012-06-19 16:59:00,36,B00081,Registered,1545,1965,Male
327083,Closed,570,2012-06-19 16:46:00,35,2012-06-19 16:55:00,26,B00410,Registered,2118,1961,Female
327084,Closed,608,2012-06-19 16:46:00,21,2012-06-19 16:56:00,22,B00444,Casual,,,
327085,Closed,486,2012-06-19 16:46:00,22,2012-06-19 16:54:00,47,B00383,Registered,2113,1972,Female
327086,Closed,320,2012-06-19 16:46:00,14,2012-06-19 16:52:00,12,B00279,Registered,1880,1973,Female
327087,Closed,756,2012-06-19 16:47:00,63,2012-06-19 17:00:00,57,B00089,Registered,2118,1987,Male
327088,Closed,303,2012-06-19 16:47:00,48,2012-06-19 16:52:00,38,B00068,Registered,1915,1963,Male
327089,Closed,878,2012-06-19 16:47:00,52,2012-06-19 17:02:00,51,B00511,Registered,2118,1960,Female
327090,Closed,659,2012-06-19 16:47:00,62,2012-06-19 16:58:00,12,B00232,Registered,2703,1981,Male
327091,Closed,941,2012-06-19 16:48:00,5,2012-06-19 17:03:00,41,B00357,Registered,2215,1991,Male
327092,Closed,670,2012-06-19 16:48:00,64,2012-06-19 16:59:00,38,B00230,Registered,1880,1963,Female
327093,Closed,825,2012-06-19 16:49:00,30,2012-06-19 17:02:00,30,B00322,Registered,2130,1950,Male
327094,Closed,1346,2012-06-19 16:49:00,30,2012-06-19 17:11:00,22,B00425,Registered,2169,1983,Female
327095,Closed,293,2012-06-19 16:49:00,10,2012-06-19 16:54:00,9,B00294,Registered,2215,1991,Female
327096,Closed,1223,2012-06-19 16:50:00,32,2012-06-19 17:10:00,36,B00166,Casual,,,
327097,Closed,791,2012-06-19 16:49:00,21,2012-06-19 17:02:00,45,B00377,Registered,2215,1971,Male
327098,Closed,1119,2012-06-19 16:50:00,64,2012-06-19 17:08:00,53,B00385,Registered,2215,1984,Male
327100,Closed,1221,2012-06-19 16:50:00,22,2012-06-19 17:10:00,56,B00478,Registered,2119,1988,Male
327102,Closed,271,2012-06-19 16:51:00,44,2012-06-19 16:55:00,38,B00160,Registered,2108,1980,Male
327103,Closed,762,2012-06-19 16:51:00,53,2012-06-19 17:03:00,38,B00002,Registered,2113,1983,Male
327104,Closed,1059,2012-06-19 16:51:00,12,2012-06-19 17:08:00,38,B00154,Registered,1902,1968,Female
327105,Closed,621,2012-06-19 16:51:00,7,2012-06-19 17:01:00,6,B00087,Registered,2114,1967,Female
327106,Closed,285,2012-06-19 16:51:00,22,2012-06-19 16:56:00,40,B00190,Registered,2109,1987,Male
327107,Closed,640,2012-06-19 16:51:00,14,2012-06-19 17:01:00,12,B00080,Registered,2809,1970,Male
327109,Closed,344,2012-06-19 16:51:00,50,2012-06-19 16:57:00,22,B00176,Registered,2338,1969,Male
327110,Closed,327,2012-06-19 16:51:00,42,2012-06-19 16:57:00,35,B00138,Casual,,,
327111,Closed,380,2012-06-19 16:51:00,35,2012-06-19 16:57:00,58,B00079,Registered,2116,1985,Male
327112,Closed,520,2012-06-19 16:52:00,58,2012-06-19 17:00:00,53,B00070,Registered,2115,1986,Female
327113,Closed,264,2012-06-19 16:52:00,3,2012-06-19 16:57:00,12,B00088,Registered,2852,1959,Male
327114,Closed,478,2012-06-19 16:53:00,10,2012-06-19 17:01:00,41,B00093,Registered,2134,1983,Female
327115,Closed,1217,2012-06-19 16:53:00,55,2012-06-19 17:13:00,56,B00073,Registered,2215,1965,Male
327118,Closed,893,2012-06-19 16:54:00,7,2012-06-19 17:09:00,38,B00626,Casual,,,
327119,Closed,1345,2012-06-19 16:54:00,54,2012-06-19 17:16:00,9,B00384,Registered,2446,1969,Female
327120,Closed,400,2012-06-19 16:54:00,9,2012-06-19 17:01:00,33,B00204,Registered,2215,1981,Male
327121,Closed,741,2012-06-19 16:54:00,25,2012-06-19 17:07:00,61,B00286,Registered,2116,1987,Female
327123,Closed,392,2012-06-19 16:55:00,27,2012-06-19 17:01:00,12,B00131,Registered,2120,1974,Female
327124,Closed,820,2012-06-19 16:55:00,16,2012-06-19 17:09:00,16,B00466,Registered,2118,1955,Female
327125,Closed,1523,2012-06-19 16:55:00,34,2012-06-19 17:21:00,38,B00493,Registered,1827,1960,Female
327126,Closed,798,2012-06-19 16:55:00,62,2012-06-19 17:09:00,8,B00077,Registered,2134,1985,Male
327127,Closed,906,2012-06-19 16:55:00,14,2012-06-19 17:10:00,16,B00041,Registered,2176,1974,Male
327128,Closed,591,2012-06-19 16:56:00,30,2012-06-19 17:06:00,9,B00576,Registered,2446,1991,Male
327129,Closed,574,2012-06-19 16:56:00,14,2012-06-19 17:06:00,46,B00127,Registered,1453,1988,Male
327130,Closed,1551,2012-06-19 16:56:00,36,2012-06-19 17:22:00,36,B00320,Casual,,,
327131,Closed,110,2012-06-19 16:56:00,32,2012-06-19 16:58:00,45,B00549,Registered,2215,1984,Male
327132,Closed,411,2012-06-19 16:56:00,54,2012-06-19 17:03:00,50,B00482,Registered,2116,1955,Male
327133,Closed,739,2012-06-19 16:57:00,60,2012-06-19 17:09:00,33,B00147,Registered,2128,1973,Male
327134,Closed,1511,2012-06-19 16:57:00,36,2012-06-19 17:22:00,36,B00395,Casual,,,
327135,Closed,353,2012-06-19 16:57:00,23,2012-06-19 17:03:00,35,B00333,Registered,2127,1972,Female
327136,Closed,1247,2012-06-19 16:58:00,48,2012-06-19 17:19:00,55,B00318,Registered,2129,1982,Male
327137,Closed,1038,2012-06-19 16:58:00,44,2012-06-19 17:15:00,57,B00001,Registered,2118,1952,Male
327138,Closed,329,2012-06-19 16:58:00,34,2012-06-19 17:03:00,14,B00327,Registered,2141,1987,Male
327139,Closed,1342,2012-06-19 16:59:00,13,2012-06-19 17:21:00,10,B00544,Casual,,,
327140,Closed,355,2012-06-19 16:58:00,6,2012-06-19 17:04:00,43,B00203,Registered,2114,1962,Male
327141,Closed,891,2012-06-19 16:59:00,53,2012-06-19 17:14:00,39,B00353,Casual,,,
327142,Closed,918,2012-06-19 16:58:00,35,2012-06-19 17:14:00,16,B00157,Registered,2493,1958,Male
327143,Closed,256,2012-06-19 16:59:00,14,2012-06-19 17:03:00,30,B00450,Registered,2186,1967,Female
327145,Closed,1531,2012-06-19 16:59:00,30,2012-06-19 17:24:00,13,B00635,Registered,2151,1977,Male
327146,Closed,254,2012-06-19 16:59:00,6,2012-06-19 17:03:00,38,B00052,Registered,2108,1968,Male
327147,Closed,1082,2012-06-19 16:59:00,38,2012-06-19 17:17:00,25,B00340,Registered,2118,1978,Female
327148,Closed,690,2012-06-19 16:59:00,52,2012-06-19 17:10:00,4,B00440,Registered,2116,1970,Male
327149,Closed,460,2012-06-19 16:59:00,64,2012-06-19 17:07:00,38,B00043,Registered,1982,1976,Male
327150,Closed,825,2012-06-19 16:59:00,10,2012-06-19 17:13:00,60,B00283,Registered,2215,1984,Female
327151,Closed,849,2012-06-19 16:59:00,10,2012-06-19 17:13:00,60,B00582,Registered,2215,1985,Male
327152,Closed,657,2012-06-19 16:59:00,39,2012-06-19 17:10:00,53,B00628,Registered,2115,1984,Male
327153,Closed,1036,2012-06-19 17:00:00,36,2012-06-19 17:17:00,65,B00423,Casual,,,
327154,Closed,382,2012-06-19 17:00:00,14,2012-06-19 17:06:00,45,B00187,Casual,,,
327155,Closed,368,2012-06-19 16:59:00,10,2012-06-19 17:06:00,41,B00015,Registered,2134,1988,Male
327156,Closed,531,2012-06-19 17:00:00,27,2012-06-19 17:08:00,49,B00389,Registered,2120,1990,Male
327157,Closed,255,2012-06-19 17:00:00,40,2012-06-19 17:04:00,38,B00301,Registered,1740,1957,Male
327159,Closed,515,2012-06-19 17:01:00,34,2012-06-19 17:09:00,36,B00339,Registered,2115,1991,Female
327161,Closed,898,2012-06-19 17:01:00,48,2012-06-19 17:16:00,21,B00627,Registered,2115,1986,Male
327162,Closed,429,2012-06-19 17:01:00,50,2012-06-19 17:08:00,22,B00084,Registered,2050,1976,Male
327164,Closed,701,2012-06-19 17:01:00,42,2012-06-19 17:13:00,38,B00128,Registered,1867,1982,Male
327165,Closed,1242,2012-06-19 17:02:00,36,2012-06-19 17:22:00,53,B00343,Registered,2116,1978,Male
327167,Closed,516,2012-06-19 17:02:00,35,2012-06-19 17:10:00,38,B00062,Registered,1773,1950,Male
327168,Closed,461,2012-06-19 17:03:00,6,2012-06-19 17:10:00,58,B00112,Registered,2116,1974,Female
327169,Closed,563,2012-06-19 17:03:00,31,2012-06-19 17:12:00,65,B00313,Registered,2111,1970,Female
327170,Closed,559,2012-06-19 17:03:00,31,2012-06-19 17:12:00,65,B00239,Registered,2111,1969,Male
327171,Closed,1002,2012-06-19 17:05:00,48,2012-06-19 17:22:00,50,B00572,Casual,,,
327172,Closed,2345,2012-06-19 17:04:00,38,2012-06-19 17:43:00,33,B00520,Casual,,,
327174,Closed,552,2012-06-19 17:04:00,35,2012-06-19 17:13:00,21,B00311,Casual,,,
327175,Closed,1006,2012-06-19 17:05:00,48,2012-06-19 17:22:00,50,B00196,Casual,,,
327178,Closed,740,2012-06-19 17:04:00,61,2012-06-19 17:16:00,38,B00406,Registered,1915,1956,Male
327182,Closed,580,2012-06-19 17:04:00,64,2012-06-19 17:14:00,38,B00433,Registered,1930,1958,Male
327183,Closed,509,2012-06-19 17:04:00,64,2012-06-19 17:13:00,47,B00030,Registered,2150,1984,Female
327184,Closed,463,2012-06-19 17:05:00,22,2012-06-19 17:12:00,38,B00306,Registered,2145,1974,Male
327185,Closed,656,2012-06-19 17:05:00,54,2012-06-19 17:16:00,25,B00162,Registered,2118,1971,Female
327186,Closed,79,2012-06-19 17:05:00,50,2012-06-19 17:06:00,42,B00061,Registered,2043,1973,Male
327187,Closed,536,2012-06-19 17:05:00,14,2012-06-19 17:14:00,55,B00327,Registered,2115,1986,Female
327188,Closed,718,2012-06-19 17:05:00,50,2012-06-19 17:17:00,38,B00058,Registered,1810,1967,Male
327189,Closed,662,2012-06-19 17:05:00,48,2012-06-19 17:16:00,26,B00125,Registered,2118,1983,Male
327190,Closed,213,2012-06-19 17:05:00,62,2012-06-19 17:09:00,32,B00386,Registered,2148,1967,Male
327193,Closed,1150,2012-06-19 17:07:00,22,2012-06-19 17:26:00,5,B00169,Casual,,,
327195,Closed,523,2012-06-19 17:06:00,50,2012-06-19 17:15:00,44,B00583,Registered,2109,1974,Male
327197,Closed,623,2012-06-19 17:06:00,7,2012-06-19 17:17:00,38,B00329,Registered,1742,1972,Male
327198,Closed,1115,2012-06-19 17:07:00,22,2012-06-19 17:25:00,5,B00188,Casual,,,
327199,Closed,304,2012-06-19 17:07:00,35,2012-06-19 17:12:00,43,B00333,Registered,2043,1982,Female
327200,Closed,406,2012-06-19 17:07:00,31,2012-06-19 17:13:00,22,B00509,Registered,2048,1959,Male
327201,Closed,930,2012-06-19 17:07:00,64,2012-06-19 17:22:00,16,B00413,Registered,2116,1988,Female
327202,Closed,530,2012-06-19 17:07:00,64,2012-06-19 17:15:00,35,B00505,Registered,3062,1988,Male
327203,Closed,839,2012-06-19 17:07:00,22,2012-06-19 17:21:00,38,B00379,Registered,1944,1982,Female
327204,Closed,402,2012-06-19 17:07:00,22,2012-06-19 17:14:00,40,B00176,Registered,2019,1989,Male
327205,Closed,649,2012-06-19 17:07:00,16,2012-06-19 17:18:00,45,B00533,Registered,2215,1988,Female
327206,Closed,376,2012-06-19 17:07:00,22,2012-06-19 17:13:00,43,B00348,Registered,2343,1954,Female
327207,Closed,904,2012-06-19 17:08:00,22,2012-06-19 17:23:00,38,B00056,Casual,,,
327208,Closed,312,2012-06-19 17:07:00,24,2012-06-19 17:13:00,22,B00398,Registered,1890,1978,Male
327209,Closed,267,2012-06-19 17:07:00,65,2012-06-19 17:12:00,22,B00297,Registered,2026,1974,Male
327210,Closed,405,2012-06-19 17:08:00,59,2012-06-19 17:14:00,4,B00085,Registered,2118,,Male
327211,Closed,680,2012-06-19 17:08:00,23,2012-06-19 17:20:00,25,B00590,Registered,2118,1983,Male
327212,Closed,670,2012-06-19 17:08:00,36,2012-06-19 17:19:00,22,B00510,Registered,2025,1968,Male
327213,Closed,1091,2012-06-19 17:08:00,37,2012-06-19 17:26:00,62,B00462,Registered,2119,1966,Female
327214,Closed,822,2012-06-19 17:08:00,34,2012-06-19 17:22:00,16,B00328,Registered,2806,1962,Male
327215,Closed,270,2012-06-19 17:09:00,22,2012-06-19 17:13:00,43,B00098,Registered,1890,1968,Male
327216,Closed,378,2012-06-19 17:09:00,38,2012-06-19 17:15:00,20,B00136,Registered,2114,1981,Male
327217,Closed,452,2012-06-19 17:09:00,50,2012-06-19 17:17:00,22,B00069,Registered,1915,1973,Male
327218,Closed,447,2012-06-19 17:09:00,42,2012-06-19 17:17:00,43,B00277,Registered,2043,1973,Male
327219,Closed,333,2012-06-19 17:10:00,46,2012-06-19 17:16:00,36,B00541,Registered,2115,1990,Female
327220,Closed,391,2012-06-19 17:10:00,43,2012-06-19 17:17:00,38,B00203,Registered,1773,1967,Male
327221,Closed,498,2012-06-19 17:11:00,52,2012-06-19 17:19:00,39,B00535,Registered,2118,1963,Male
327222,Closed,696,2012-06-19 17:11:00,23,2012-06-19 17:22:00,25,B00487,Registered,2118,1978,Female
327223,Closed,340,2012-06-19 17:11:00,31,2012-06-19 17:16:00,22,B00553,Registered,2139,1980,Male
327224,Closed,816,2012-06-19 17:11:00,7,2012-06-19 17:24:00,38,B00023,Registered,2148,1977,Female
327225,Closed,611,2012-06-19 17:11:00,35,2012-06-19 17:22:00,25,B00368,Registered,2118,1975,Male
327228,Closed,213,2012-06-19 17:12:00,57,2012-06-19 17:16:00,5,B00331,Registered,2118,1993,Male
327230,Closed,1713,2012-06-19 17:14:00,40,2012-06-19 17:43:00,20,B00438,Casual,,,
327231,Closed,1954,2012-06-19 17:13:00,46,2012-06-19 17:45:00,48,B00086,Registered,2115,1987,Female
327232,Closed,408,2012-06-19 17:13:00,64,2012-06-19 17:19:00,47,B00209,Registered,2113,1985,Male
327233,Closed,3,2012-06-19 17:13:00,43,2012-06-19 17:13:00,43,B00333,Registered,2114,1971,Female
327234,Closed,876,2012-06-19 17:13:00,32,2012-06-19 17:27:00,50,B00115,Registered,2118,1965,Male
327235,Closed,1742,2012-06-19 17:14:00,40,2012-06-19 17:43:00,20,B00605,Casual,,,
327237,Closed,793,2012-06-19 17:13:00,22,2012-06-19 17:26:00,38,B00252,Registered,1720,1972,Male
327239,Closed,557,2012-06-19 17:13:00,22,2012-06-19 17:23:00,26,B00317,Registered,2118,1975,Male
327240,Closed,496,2012-06-19 17:13:00,21,2012-06-19 17:22:00,45,B00512,Registered,2215,1984,Female
327241,Closed,535,2012-06-19 17:14:00,43,2012-06-19 17:22:00,6,B00348,Registered,2114,1971,Female
327242,Closed,415,2012-06-19 17:14:00,64,2012-06-19 17:21:00,40,B00601,Registered,2115,1984,Female
327243,Closed,530,2012-06-19 17:14:00,53,2012-06-19 17:23:00,5,B00009,Registered,2118,1966,Male
327245,Closed,1393,2012-06-19 17:15:00,64,2012-06-19 17:38:00,38,B00370,Registered,1944,1950,Male
327246,Closed,1404,2012-06-19 17:15:00,56,2012-06-19 17:38:00,51,B00073,Registered,2215,1965,Male
327247,Closed,1630,2012-06-19 17:16:00,29,2012-06-19 17:43:00,14,B00388,Casual,,,
327248,Closed,1284,2012-06-19 17:15:00,43,2012-06-19 17:37:00,61,B00333,Registered,2468,1959,Male
327249,Closed,523,2012-06-19 17:15:00,34,2012-06-19 17:24:00,50,B00437,Registered,2116,1977,Male
327250,Closed,1360,2012-06-19 17:16:00,20,2012-06-19 17:38:00,38,B00136,Registered,2115,1987,Male
327251,Closed,287,2012-06-19 17:16:00,6,2012-06-19 17:21:00,6,B00265,Registered,2113,1981,Male
327252,Closed,862,2012-06-19 17:16:00,16,2012-06-19 17:31:00,32,B00048,Casual,,,
327253,Closed,537,2012-06-19 17:16:00,36,2012-06-19 17:25:00,58,B00141,Registered,2108,1983,Female
327254,Closed,584,2012-06-19 17:16:00,17,2012-06-19 17:26:00,15,B00248,Registered,2134,1987,Male
327255,Closed,592,2012-06-19 17:17:00,59,2012-06-19 17:26:00,39,B00284,Registered,2118,1976,Male
327256,Closed,1102,2012-06-19 17:17:00,36,2012-06-19 17:35:00,3,B00439,Registered,2215,1986,Male
327257,Closed,860,2012-06-19 17:17:00,10,2012-06-19 17:31:00,27,B00324,Registered,2130,1980,Female
327258,Closed,939,2012-06-19 17:17:00,36,2012-06-19 17:33:00,47,B00562,Registered,1915,1972,Male
